Fecha de Presentacion;Proyecto;Codigo;Proponente(s);Cargo;Comision;Estado;Total_Propuestas;;;
20/6/2024;Proyecto de Ley Reformatoria a la Ley de Hidrocarburos;Cod. AN-2024-2931 / 450917;POLANCO LARA JOHN EDISON;ASAMBLEÍSTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en la Unidad Ténica Legislativa;2;;;
20/6/2024;Proyecto de Ley Orgánica Reformatoria al Código Orgánico Integral Penal - Maltrato Animal;Cod. AN-2024-2926 / 450882;BUESTAN CARABAJO PAUL FERNANDO;ASAMBLEÍSTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;En trámite / Revisión en Comisión para Primer Debate;4;;;
19/6/2024;Proyecto de Ley Reformatoria a la Ley Orgánica del Sistema Nacional de Contratación Pública;;;;;;;;;
19/6/2024;Proyecto de Ley Orgánica Derogatoria al artículo 19 de la Ley Orgánica de Apoyo Humanitario para Combatir la Crisis Sanitaria derivada del COVID-19;Cod. AN-2024-2923 / 450800;PARRA TOVAR SIXTO ANTONIO;ASAMBLEÍSTA / ASAMBLEA NACIONAL;Comisión del Derecho al Trabajo y a la Seguridad Social;En trámite / Revisión en Comisión para Primer Debate;1;;;
18/6/2024;Proyecto de Ley Orgánica de Reforma a la Ley Orgánica de Desarrollo Fronterizo;Cod. AN-2024-2922 / 450722;CELLERI GÓMEZ SAMUEL ELÍAS;ASAMBLEÍSTA / ASAMBLEA NACIONAL;Comisión de Desarrollo Económico, Productivo y la Microempresa;En trámite / Revisión en Comisión para Primer Debate;2;;;
14/6/2024;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica de Vigilancia y Seguridad Privada;Cod. AN-2024-2921 / 450519;SAMANIEGO MAIGUA  FRANKLIN OMAR;ASAMBLEÍSTA / ASAMBLEA NACIONAL;Comisión del Derecho al Trabajo y a la Seguridad Social;En trámite / Revisión en Comisión para Primer Debate;19;;;
13/6/2024;Proyecto de Ley Orgánica Reformatoria a varios cuerpos legales para reforzar el papel de los Cuerpos de Control Municipales o Metropolitanos para la garantía de la seguridad ciudadana en los centros urbanos ;Cod. AN-2024-2918 / 450451;ESPÍN REYES EUGENIA SOFÍA;ASAMBLEÍSTA / ASAMBLEA NACIONAL;Comisión de Gobiernos Autónomos Descentralización Competencias y Organización Territorio;En trámite / Revisión en Comisión para Primer Debate;1;;;
13/6/2024;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica de las personas adultas mayores que favorece su acceso a medicamentos y dispositivos médicos;Cod. AN-2024-2916 / 450416;TAPIA ESCALANTE MANUEL HUMBERTO;ASAMBLEÍSTA / ASAMBLEA NACIONAL;Comisión de Garantías Constitucionales, Derechos Humanos, Derechos Colectivos y la Interculturalidad;En trámite / Revisión en Comisión para Primer Debate;2;;;
13/6/2024;Proyecto de Ley Orgánica Reformatoria al Código Orgánico Integral Penal sobre el recurso de Doble Conforme;Cod. AN-2024-2919 / 450458;CEDEÑO RIVADENEIRA FERNANDO ENRIQUE Y VELOZ RAMIREZ REBECA VIVIANA;ASAMBLEÍSTAS / ASAMBLEA NACIONAL ;Comisión de Justicia y Estructura del Estado;En trámite / Revisión en Comisión para Primer Debate;1;;;
13/6/2024;Proyecto de Ley Orgánica Reformatoria al Código Orgánico Integral Penal - Ataques con ácido;Cod. AN-2024-2917 / 450430;BUESTAN CARABAJO PAUL FERNANDO;ASAMBLEÍSTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;En trámite / Revisión en Comisión para Primer Debate;4;;;
13/6/2024;Proyecto de Ley Orgánica Reformatoria del Código Orgánico de Organización Territorial, Autonomía y Descentralización;Cod. AN-2024-2920 / 450461;VELA JIMENEZ RAMIRO;ASAMBLEÍSTA / ASAMBLEA NACIONAL;Comisión de Gobiernos Autónomos Descentralización Competencias y Organización Territorio;En trámite / Revisión en Comisión para Primer Debate;3;;;
12/6/2024;Proyecto de Ley Orgánica Reformatoria de la Ley Orgánica de Cultura;Cod. AN-2024-2913 / 450396;GONZALEZ VALERO RONAL EDUARDO;ASAMBLEÍSTA / ASAMBLEA NACIONAL;No Asignada;Retirado / Registro del Proyecto;5;;;
12/6/2024;Proyecto de Ley Orgánica Reformatoria al Código Orgánico de Organización Territorial, Autonomía y Descentralización;Cod. AN-2024-2912 / 450395;GONZALEZ VALERO RONAL EDUARDO;ASAMBLEÍSTA / ASAMBLEA NACIONAL;No Asignada;Retirado / Registro del Proyecto;5;;;
6/6/2024;Proyecto de Ley Orgánica Reformatoria a la Ley de Minería para dar prioridad a los propietarios de predios en la adjudicación de concesión minera;Cod. AN-2024-2906 / 449968;VALLADAREZ GONZALEZ  HECTOR GUILLERMO;ASAMBLEÍSTA / ASAMBLEA NACIONAL;Comisión de Biodiversidad y Recursos Naturales;En trámite / Revisión en Comisión para Primer Debate;1;;;
6/6/2024;Proyecto de Ley Orgánica de Víctimas;Cod. AN-2024-2899 / 449922;LUNA AREVALO BLASCO REMIGIO;ASAMBLEÍSTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;8;;;
6/6/2024;Proyecto de Ley Reformatoria al Código del Trabajo para la garantía de la libertad sindical;Cod. AN-2024-2903 / 449963;VELOZ RAMIREZ REBECA VIVIANA;ASAMBLEÍSTA / ASAMBLEA NACIONAL;Comisión del Derecho al Trabajo y a la Seguridad Social;En trámite / Revisión en Comisión para Primer Debate;9;;;
6/6/2024;Proyecto de Ley Orgánica Reformatoria al Código Orgánico General de Procesos;Cod. AN-2024-2902 / 449962;MIELES PINARGOTE SIMON BOLIVAR;ASAMBLEÍSTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;En trámite / Revisión en Comisión para Primer Debate;2;;;
6/6/2024;Proyecto de Ley Reformatoria al Código Orgánico de Organización Territorial, Autonomía y Descentralización;Cod. AN-2024-2900 / 449958;MENDOZA PALMA ERWIN EDUARDO ;ASAMBLEÍSTA / ASAMBLEA NACIONAL;Comisión de Gobiernos Autónomos Descentralización Competencias y Organización Territorio;En trámite / Revisión en Comisión para Primer Debate;1;;;
6/6/2024;Proyecto de Ley Orgánica que Dignifica el Trabajo Sexual;Cod. AN-2024-2908 / 450041;ANA HERRERA, FERNANDO CEDEÑO, GISSELA GARZON, JORGE MIRANDA Y VIVIANA VELOZ RAMIREZ;ASAMBLEÍSTAS / ASAMBLEA NACIONAL;Comisión del Derecho al Trabajo y a la Seguridad Social;En trámite / Revisión en Comisión para Primer Debate;1;;;
6/6/2024;Proyecto de Ley para la Justicia y Equidad Procesal en la tramitación del Visto Bueno, modificatorio al Código del Trabajo;Cod. AN-2024-2901 / 449959;TERAN BARRAGAN JOHNNY ENRIQUE;ASAMBLEÍSTA / ASAMBLEA NACIONAL;Comisión del Derecho al Trabajo y a la Seguridad Social;En trámite / Revisión en Comisión para Primer Debate;3;;;
6/6/2024;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica para la Planificación Integral de la Circunscripción Territorial Especial Amazónica;Cod. AN-2024-2904 / 449964;MIELES PINARGOTE SIMON BOLIVAR;ASAMBLEÍSTA / ASAMBLEA NACIONAL;Comisión de Biodiversidad y Recursos Naturales;En trámite / Revisión en Comisión para Primer Debate;2;;;
6/6/2024;Proyecto de Ley Orgánica Reformatoria de la Ley Orgánica de la Función Legislativa;Cod. AN-2024-2909 / 450044;VELOZ RAMIREZ REBECA VIVIANA;ASAMBLEÍSTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;En trámite / Revisión en Comisión para Primer Debate;9;;;
6/6/2024;Proyecto de Ley Reformatoria en derecho del cuidado de la familia;Cod. AN-2024-2905 / 449957;TERAN BARRAGAN JOHNNY ENRIQUE;ASAMBLEÍSTA / ASAMBLEA NACIONAL;Comisión del Derecho al Trabajo y a la Seguridad Social;En trámite / Revisión en Comisión para Primer Debate;3;;;
5/6/2024;Proyecto de Ley Reformatorio a la Ley de Fomento y Desarrollo Agropecuario;Cod. AN-2024-2896 / 449730;PLUAS ARIAS NELLY ZOLANDA;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Soberanía Alimentaria y Desarrollo del Sector Agropecuario y Pesquero;En trámite / Revisión en Comisión para Primer Debate;4;;;
5/6/2024;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica de la Función Legislativa, en favor de la Amazonía Ecuatoriana;Cod. AN-2024-2898 / 449873;GUEVARA BLASCHKE JAIME PATRICIO;ASAMBLEÍSTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;En trámite / Revisión en Comisión para Primer Debate;4;;;
5/6/2024;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica de Desarrollo Fronterizo;Cod. AN-2024-2897 / 449838;ORDOÑEZ BRAVO STEVEN LEONARDO;ASAMBLEÍSTA / ASAMBLEA NACIONAL;Comisión de Desarrollo Económico, Productivo y la Microempresa;En trámite / Revisión en Comisión para Primer Debate;4;;;
30/5/2024;Proyecto de Ley Reformatoria al Código Orgánico Integral Penal, para tipificar la violencia económica contra la mujer y miembros del núcleo familiar;Cod. AN-2024-2892 / 449348;SANMARTIN PARRA FABIOLA MARIBEL;ASAMBLEÍSTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;En trámite / Revisión en Comisión para Primer Debate;4;;;
30/5/2024;Proyecto de Ley Orgánica de garantía de derechos de la naturaleza frente a actividades extractivistas;Cod. AN-2024-2891 / 449345;BALTAZAR YUCAILLA ROSA CECILIA;ASAMBLEÍSTA / ASAMBLEA NACIONAL;No Asignada;No Calificado / Archivado;3;;;
30/5/2024;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica del Sistema Nacional de Contratación Pública preferente para la Circunscripción Territorial Especial Amazónica;Cod. AN-2024-2888 / 449339;CORDOVA DIAZ COMPS PASCACIO, SANCHEZ SARANGO MARIUXI CLEOPATRA Y VALLADAREZ GONZALEZ HECTOR GUILLERMO;ASAMBLEÍSTAS / ASAMBLEA NACIONAL;Comisión de Régimen Económico y Tributario y su Regulación y Control;En trámite / Revisión en Comisión para Primer Debate;1;;;
30/5/2024;Proyecto de Ley Orgánica Reformatoria a la Ley de Minería para Garantizar la Redistribución de Recursos Provenientes de Patentes de Conservación para Concesión Minera entre los Gobiernos Autónomos Descentralizados Parroquiales Rurales;Cod. AN-2024-2887 / 449325;VALLADAREZ GONZALEZ HECTOR GUILLERMO, CORDOVA COMPS PASCACIO  Y RIVADENEIRA ANDREA;ASAMBLEÍSTAS / ASAMBLEA NACIONAL;No Asignada;No Calificado / Archivado;2;;;
30/5/2024;Proyecto de Ley Orgánica Reformatoria del Código Orgánico General de Procesos;Cod. AN-2024-2893 / 449349;SANMARTIN PARRA FABIOLA MARIBEL;ASAMBLEÍSTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;4;;;
30/5/2024;Proyecto de Ley Orgánica Reformatoria a varios cuerpos legales para el fortalecimiento, control y cuidado del Sistema de Seguridad en el sector pesquero, implementación de programas de capacitación y beneficios socioeconómicos;Cod. AN-2024-2890 / 449344;VERA PALACIOS OTTO SANTIAGO Y ALVAREZ GRANDA JORGE HERMEL;ASAMBLEÍSTAS / ASAMBLEA NACIONAL;Comisión de Soberanía Alimentaria y Desarrollo del Sector Agropecuario y Pesquero;En trámite / Revisión en Comisión para Primer Debate;2;;;
30/5/2024;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica de Transporte Terrestre, Tránsito y Seguridad Vial, que regula el permiso para la operación de maquinaria de construcción de carreteras y tractores agrícolas;Cod. AN-2024-2894 / 449364;VELOZ RAMIREZ REBECA VIVIANA;ASAMBLEÍSTA / ASAMBLEA NACIONAL;Comisión de Gobiernos Autónomos Descentralización Competencias y Organización Territorio;En trámite / Revisión en Comisión para Primer Debate;9;;;
30/5/2024;Proyecto de Ley Orgánica Reformatoria a varios cuerpos legales para la justicia laboral e igualdad de los derechos de los Trabajadores del sector público;Cod. AN-2024-2889 / 449341;VERA PALACIOS OTTO SANTIAGO;ASAMBLEÍSTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;3;;;
30/5/2024;Proyecto de Ley Orgánica Reformatoria del Código Orgánico de la Función Judicial y al Código Orgánico Integral Penal, para garantizar la vigencia del Pluralismo jurídico y la Coordinación y Cooperación entre los Sistemas de Justicia;Cod. AN-2024-2895 / 449333;YUMBAY YALLICO MARIANA;ASAMBLEÍSTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;En trámite / Revisión en Comisión para Primer Debate;4;;;
29/5/2024;Proyecto de Ley Orgánica Plurinacional para la Gestión Integral e Intercultural del agua, sus usos y aprovechamiento;Cod. AN-2024-2886 / 449280;SANMARTIN PARRA FABIOLA MARIBEL, TIUPUL URQUIZO CARMEN,  BALTAZAR YUCAILLA CECILIA Y YUMBAY YALLICO MARIANA;ASAMBLEÍSTAS / ASAMBLEA NACIONAL ;Comisión de Biodiversidad y Recursos Naturales;En trámite / Difusión para Primer Debate;1;;;
29/5/2024;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica de Agrobiodiversidad, Semillas y Agricultura;Cod. AN-2024-2881 / 449230;CUERO MEDINA ROBERTO EMILIO;ASAMBLEÍSTA / ASAMBLEA NACIONAL;Comisión de Soberanía Alimentaria y Desarrollo del Sector Agropecuario y Pesquero;En trámite / Revisión en Comisión para Primer Debate;2;;;
29/5/2024;Proyecto de Ley Orgánica del Sistema Nacional de Archivos;Cod. AN-2024-2884 / 449242;DAVILA EGUEZ RAFAEL ANTONIO;ASAMBLEÍSTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;En trámite / Revisión en Comisión para Primer Debate;2;;;
29/5/2024;Proyecto de Ley Orgánica del Cuerpo de Seguridad y Vigilancia Penitenciaria;Cod. AN-2024-2883 / 449240;ALARCON BUENO INES MARGARITA;ASAMBLEÍSTA / ASAMBLEA NACIONAL;No Asignada;Retirado / Registro del Proyecto;5;;;
29/5/2024;Proyecto de Ley de Salud Sexual Integral, Formación y Protección Durante la Vida;Cod. AN-2024-2885 / 449276;HERRERA GOMEZ ANA CECILIA;ASAMBLEÍSTA / ASAMBLEA NACIONAL;Comisión del Derecho a la Salud y Deporte;En trámite / Revisión en Comisión para Primer Debate;7;;;
29/5/2024;Proyecto de Ley Orgánica Reformatoria para la Transparencia del Acceso al Sistema de Educación Superior;Cod. AN-2024-2882 / 449233;MIRANDA GILER LYNE KATIUSKA;ASAMBLEÍSTA / ASAMBLEA NACIONAL;Comisión de Educación, Cultura, Ciencia, Tecnología, Innovación y Saberes Ancestrales;En trámite / Revisión en Comisión para Primer Debate;4;;;
28/5/2024;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica de Discapacidades;Cod. AN-2024-2878 / AN-MSJP-2024-0051-M;MOLINA SALDAÑA JUAN PABLO;ASAMBLEÍSTA / ASAMBLEA NACIONAL;Comisión de Garantías Constitucionales, Derechos Humanos, Derechos Colectivos y la Interculturalidad;En trámite / Revisión en Comisión para Primer Debate;1;;;
28/5/2024;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica para la Planificación y Desarrollo Integral de la Circunscripción Territorial Especial Amazónica;Cod. AN-2024-2879 / AN-CTRC-2024-0042-M;CERDA TAPUY ROBERTO CARLOS;ASAMBLEÍSTA / ASAMBLEA NACIONAL;Comisión de Biodiversidad y Recursos Naturales;En trámite / Revisión en Comisión para Primer Debate;1;;;
28/5/2024;Proyecto de Ley Orgánica de Pensiones Jubilares Dignas;Cod. AN-2024-2880 / 449129;CEVALLOS MACIAS FRANCISCO ANDRES;ASAMBLEÍSTA / ASAMBLEA NACIONAL;No Asignada;No Calificado / Archivado;1;;;
28/5/2024;Proyecto de Ley que Reforma el Código Civil para la correcta interpretación de la Ley;Cod. AN-2024-2911 / 449149;JURADO BEDRAN XAVIER ANDRES;ASAMBLEÍSTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;En trámite / Revisión en Comisión para Primer Debate;8;;;
21/5/2024;Proyecto de Ley Orgánica Reforma para la transparencia y continuidad en la designación del Contralor General del Estado en caso de Ausencia Definitiva;Cod. AN-2024-2871 / 448866;BARRETO ZAMBRANO LENIN DANIEL;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;En trámite / Revisión en Comisión para Primer Debate;6;;;
21/5/2024;Proyecto de Ley de Fomento y Regulación de la Apicultura;Cod. AN-2024-2872 / 448874;MAYORGA TAPIA ROSA BELEN;ASAMBLEÍSTA / ASAMBLEA NACIONAL;Comisión de Soberanía Alimentaria y Desarrollo del Sector Agropecuario y Pesquero;En trámite / Revisión en Comisión para Primer Debate;6;;;
21/5/2024;Proyecto de Ley Orgánica de Educación Financiera;Cod. AN-2024-2870 / 448864;RUEDA CAMACHO SANDRA ELIZABETH;ASAMBLEÍSTA / ASAMBLEA NACIONAL;Comisión de Educación, Cultura, Ciencia, Tecnología, Innovación y Saberes Ancestrales;En trámite / Revisión en Comisión para Primer Debate;2;;;
21/5/2024;Proyecto de Ley Orgánica Reformatoria a varias leyes respecto de las pasantías profesionales en el sector público y privado;Cod. AN-2024-2876 / 448897;SAMANIEGO MAIGUA  FRANKLIN OMAR;ASAMBLEÍSTA / ASAMBLEA NACIONAL;Comisión de Educación, Cultura, Ciencia, Tecnología, Innovación y Saberes Ancestrales;En trámite / Revisión en Comisión para Primer Debate;19;;;
21/5/2024;Proyecto de Ley Orgánica Reformatoria al Código Orgánico de Organización Territorial, Autonomía y Descentralización para viabilizar la regularización de los asentamientos humanos de hecho a nivel nacional;Cod. AN-2024-2874 / 448887;NICOLE ANAHIS SACA BALDEON ;ASAMBLEÍSTA / ASAMBLEA NACIONAL;Comisión de Gobiernos Autónomos Descentralización Competencias y Organización Territorio;En trámite / Revisión en Comisión para Primer Debate;1;;;
21/5/2024;Proyecto de Ley Orgánica de Salud sobre Técnicas de Reproducción Humana Asistida;Cod. AN-2024-2873 / 448875;SANMARTIN PARRA FABIOLA MARIBEL;ASAMBLEÍSTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;4;;;
21/5/2024;Proyecto de Ley Reformatoria a la Ley Orgánica de Carrera Sanitaria para garantizar la docencia e investigación en las Unidades Asistenciales Docentes del país;Cod. AN-2024-2875 / 448888;PARRA VILLACIS JONATHAN EMANUEL;ASAMBLEÍSTA / ASAMBLEA NACIONAL;Comisión del Derecho a la Salud y Deporte;En trámite / Revisión en Comisión para Primer Debate;2;;;
17/5/2024;Proyecto de Ley Reformatoria a la Ley de Desarrollo del Puerto de Manta;Cod. AN-2024-2867 / 448720;GARCÍA MEJÍA ADRIANA DENISSE;ASAMBLEÍSTA / ASAMBLEA NACIONAL;Comisión de Gobiernos Autónomos Descentralización Competencias y Organización Territorio;En trámite / Revisión en Comisión para Primer Debate;4;;;
16/5/2024;Proyecto de Ley Orgánica Reformatoria al Código Orgánico de Organización Territorial, Autonomía y Descentralización;Cod. AN-2024-2863 / 448590;LUNA AREVALO BLASCO REMIGIO;ASAMBLEÍSTA / ASAMBLEA NACIONAL;Comisión de Gobiernos Autónomos Descentralización Competencias y Organización Territorio;En trámite / Revisión en Comisión para Primer Debate;8;;;
16/5/2024;Proyecto de Ley para el Cumplimiento de la Voluntad Popular expresada en la Consulta Popular y Referéndum del 21 de abril de 2024 en lo relativo a la prohibición del Arbitraje Internacional;Cod. AN-2024-2865 / 448623;ULCUANGO FARINANGO RICARDO;ASAMBLEÍSTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;En trámite / Revisión en Comisión para Primer Debate;5;;;
16/5/2024;Proyecto de Ley Orgánica Reformatoria al Código Orgánico Integral Penal y a la Ley Orgánica Integral para Prevenir y Erradicar la Violencia contra las Mujeres para tipificar la violencia vicaria;Cod. AN-2024-2861 / 448586;GARZON MONTEROS GISSELA SIOMARA;ASAMBLEÍSTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;En trámite / Revisión en Comisión para Primer Debate;2;;;
16/5/2024;Proyecto de Ley Orgánica Reformatoria al Código Orgánico Integral Penal;Cod. AN-2024-2862 / 448587;JARAMILLO MARTÍNEZ ROBERTO FERNANDO;ASAMBLEÍSTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;En trámite / Revisión en Comisión para Primer Debate;1;;;
16/5/2024;Proyecto de Ley Orgánica Reformatoria al Código Orgánico Integral Penal en apoyo al mandato ciudadano de la consulta popular 2024;Cod. AN-2024-2864 / 448600;VERA PALACIOS OTTO SANTIAGO;ASAMBLEÍSTA / ASAMBLEA NACIONAL ;Comisión de Justicia y Estructura del Estado;En trámite / Revisión en Comisión para Primer Debate;3;;;
